REGISTRATION_STATUS_ID,REGISTRATION_ID,STATUS,DATE_CREATED
965954,115024,Successfully Sent to DMV,8/21/2025
962725,115036,Send Docs to TTG,8/15/2025
967416,115036,Documents Received ,8/22/2025
967433,115036,TTG sent to county,8/22/2025
962860,115048,Send Docs to TTG,8/15/2025
964306,115048,Documents Received ,8/19/2025
964527,115048,TTG sent to county,8/19/2025
970303,115048,On Hold- QA,8/27/2025
963062,115085,On Hold- QA,8/18/2025
963322,115085,Send Docs to TTG,8/18/2025
970622,115085,Documents Received ,8/27/2025
970673,115085,TTG sent to county,8/27/2025
963065,115087,Send Docs to TTG,8/18/2025
965748,115087,Documents Received ,8/21/2025
963079,115092,Send Docs to TTG,8/18/2025
968857,115092,Documents Received ,8/25/2025
968869,115092,TTG sent to county,8/25/2025
963126,115098,Send Docs to TTG,8/18/2025
972327,115098,Documents Received ,8/29/2025
972333,115098,TTG sent to county,8/29/2025
963165,115104,Send Docs to TTG,8/18/2025
974846,115104,Documents Received ,9/4/2025
975097,115104,TTG sent to county,9/4/2025
963166,115106,Send Docs to TTG,8/18/2025
972046,115106,Documents Received ,8/29/2025
972051,115106,TTG sent to county,8/29/2025
963223,115112,On Hold- QA,8/18/2025
965374,115112,Send Docs to TTG,8/20/2025
967414,115112,Documents Received ,8/22/2025
967429,115112,TTG sent to county,8/22/2025
963244,115118,Send Docs to TTG,8/18/2025
964495,115118,Documents Received ,8/19/2025
964509,115118,TTG sent to county,8/19/2025
968910,115118,Post Audit,8/25/2025
971929,115118,WS correction requested ,8/29/2025
963301,115123,Send Docs to TTG,8/18/2025
970555,115123,Documents Received ,8/27/2025
970675,115123,TTG sent to county,8/27/2025
963695,115158,Send Docs to TTG,8/18/2025
963775,115170,Documents Received ,8/18/2025
963797,115170,TTG sent to county,8/18/2025
967693,115170,Post Audit,8/22/2025
963932,115178,On Hold- QA,8/18/2025
969952,115178,Send Docs to TTG,8/26/2025
974276,115178,TTG sent to county,9/3/2025
963934,115179,Send Docs to TTG,8/18/2025
968771,115179,Documents Received ,8/25/2025
968877,115179,TTG sent to county,8/25/2025
963936,115180,On Hold- QA,8/18/2025
965555,115180,Send Docs to TTG,8/20/2025
967419,115180,Documents Received ,8/22/2025
967442,115180,TTG sent to county,8/22/2025
963946,115183,On Hold- QA,8/18/2025
964048,115193,Send Docs to TTG,8/19/2025
965842,115193,Documents Received ,8/21/2025
966464,115193,TTG sent to county,8/21/2025
964059,115196,Send Docs to TTG,8/19/2025
968847,115196,Documents Received ,8/25/2025
968866,115196,TTG sent to county,8/25/2025
964061,115198,Send Docs to TTG,8/19/2025
964062,115198,On Hold- QA,8/19/2025
964066,115199,Send Docs to TTG,8/19/2025
968611,115199,Documents Received ,8/25/2025
968648,115199,TTG sent to county,8/25/2025
964075,115202,On Hold- QA,8/19/2025
964086,115203,On Hold- QA,8/19/2025
966739,115203,Send Docs to TTG,8/22/2025
968747,115203,Documents Received ,8/25/2025
968885,115203,TTG sent to county,8/25/2025
964117,115204,On Hold- QA,8/19/2025
965009,115204,Send Docs to TTG,8/20/2025
966325,115204,Documents Received ,8/21/2025
966340,115204,On Hold- QA,8/21/2025
969766,115204,TTG sent to county,8/26/2025
970512,115204,TTG sent to county,8/27/2025
964618,115231,Send Docs to TTG,8/19/2025
967408,115231,Documents Received ,8/22/2025
967443,115231,TTG sent to county,8/22/2025
964633,115235,On Hold- QA,8/19/2025
964648,115236,Send Docs to TTG,8/19/2025
968794,115236,Documents Received ,8/25/2025
968879,115236,TTG sent to county,8/25/2025
964667,115240,On Hold- QA,8/19/2025
969980,115240,On Hold- QA,8/26/2025
971765,115240,Send Docs to TTG,8/28/2025
974827,115240,Documents Received ,9/4/2025
975100,115240,TTG sent to county,9/4/2025
964712,115242,On Hold- QA,8/19/2025
965551,115242,Send Docs to TTG,8/20/2025
968849,115242,Documents Received ,8/25/2025
968867,115242,TTG sent to county,8/25/2025
964718,115243,Send Docs to TTG,8/19/2025
966145,115243,Documents Received ,8/21/2025
964727,115245,On Hold- QA,8/19/2025
966740,115245,On Hold- QA,8/22/2025
968829,115245,Send Docs to TTG,8/25/2025
970560,115245,Documents Received ,8/27/2025
970676,115245,TTG sent to county,8/27/2025
966079,115246,Documents Received ,8/21/2025
964756,115247,On Hold- QA,8/19/2025
966075,115248,Documents Received ,8/21/2025
968281,115248,Received Title,8/25/2025
968605,115248,Successfully Sent to DMV,8/25/2025
966077,115250,Documents Received ,8/21/2025
968280,115250,Received Title,8/25/2025
968603,115250,Successfully Sent to DMV,8/25/2025
966081,115252,Documents Received ,8/21/2025
968279,115252,Received Title,8/25/2025
968602,115252,Successfully Sent to DMV,8/25/2025
964765,115253,On Hold- QA,8/19/2025
965332,115253,Send Docs to TTG,8/20/2025
966438,115253,Documents Received ,8/21/2025
967417,115253,Documents Received ,8/22/2025
967440,115253,TTG sent to county,8/22/2025
966074,115254,Documents Received ,8/21/2025
968278,115254,Received Title,8/25/2025
968595,115254,Successfully Sent to DMV,8/25/2025
964804,115256,Send Docs to TTG,8/19/2025
966257,115256,Documents Received ,8/21/2025
964902,115267,Send Docs to TTG,8/20/2025
968581,115267,TTG sent to county,8/25/2025
974359,115267,Post Audit,9/3/2025
974360,115267,Post Audit,9/3/2025
964910,115270,Send Docs to TTG,8/20/2025
967410,115270,Documents Received ,8/22/2025
967428,115270,TTG sent to county,8/22/2025
964957,115277,On Hold- QA,8/20/2025
966743,115277,On Hold- QA,8/22/2025
967721,115277,Send Docs to TTG,8/22/2025
970461,115277,Documents Received ,8/27/2025
970513,115277,TTG sent to county,8/27/2025
964994,115278,On Hold- QA,8/20/2025
966690,115278,Send Docs to TTG,8/21/2025
969665,115278,Documents Received ,8/26/2025
969767,115278,TTG sent to county,8/26/2025
970521,115278,TTG sent to county,8/27/2025
965001,115280,On Hold- QA,8/20/2025
966721,115280,Send Docs to TTG,8/21/2025
972278,115280,Documents Received ,8/29/2025
972341,115280,TTG sent to county,8/29/2025
965007,115281,On Hold- QA,8/20/2025
965553,115281,Send Docs to TTG,8/20/2025
970383,115281,Documents Received ,8/27/2025
970517,115281,TTG sent to county,8/27/2025
965008,115282,Send Docs to TTG,8/20/2025
966078,115284,Documents Received ,8/21/2025
968277,115284,Received Title,8/25/2025
968600,115284,Successfully Sent to DMV,8/25/2025
965052,115288,On Hold- QA,8/20/2025
966705,115288,Send Docs to TTG,8/21/2025
968762,115288,Documents Received ,8/25/2025
968883,115288,TTG sent to county,8/25/2025
965059,115289,On Hold- QA,8/20/2025
967739,115289,Send Docs to TTG,8/22/2025
970396,115289,Documents Received ,8/27/2025
970514,115289,TTG sent to county,8/27/2025
965062,115290,Send Docs to TTG,8/20/2025
967526,115290,Documents Received ,8/22/2025
967598,115290,TTG sent to county,8/22/2025
972862,115290,Post Audit,9/2/2025
965089,115293,On Hold- QA,8/20/2025
965552,115293,Send Docs to TTG,8/20/2025
965101,115296,On Hold- QA,8/20/2025
967713,115296,Send Docs to TTG,8/22/2025
965106,115297,On Hold- QA,8/20/2025
967710,115297,Send Docs to TTG,8/22/2025
965113,115301,On Hold- QA,8/20/2025
967718,115301,Send Docs to TTG,8/22/2025
965115,115302,On Hold- QA,8/20/2025
967712,115302,Send Docs to TTG,8/22/2025
965122,115303,Send Docs to TTG,8/20/2025
969363,115303,Documents Received ,8/26/2025
969579,115303,TTG sent to county,8/26/2025
974194,115303,Post Audit,9/3/2025
966082,115305,Documents Received ,8/21/2025
968276,115305,Received Title,8/25/2025
968596,115305,Successfully Sent to DMV,8/25/2025
965128,115307,On Hold- QA,8/20/2025
966696,115307,Send Docs to TTG,8/21/2025
974166,115307,TTG sent to county,9/3/2025
969013,115308,Send Docs to TTG,8/26/2025
970570,115308,TTG sent to county,8/27/2025
965133,115309,Send Docs to TTG,8/20/2025
971494,115309,Documents Received ,8/28/2025
971532,115309,TTG sent to county,8/28/2025
965150,115311,On Hold- QA,8/20/2025
967694,115311,Send Docs to TTG,8/22/2025
972286,115311,Documents Received ,8/29/2025
972342,115311,TTG sent to county,8/29/2025
965158,115312,Send Docs to TTG,8/20/2025
967420,115312,Documents Received ,8/22/2025
967436,115312,TTG sent to county,8/22/2025
965165,115313,On Hold- QA,8/20/2025
968799,115313,On Hold- QA,8/25/2025
971737,115313,Send Docs to TTG,8/28/2025
965180,115314,Send Docs to TTG,8/20/2025
969421,115314,Documents Received ,8/26/2025
969568,115314,TTG sent to county,8/26/2025
965187,115315,Send Docs to TTG,8/20/2025
967405,115315,Documents Received ,8/22/2025
967437,115315,TTG sent to county,8/22/2025
966076,115316,Documents Received ,8/21/2025
974883,115316,Received Title,9/4/2025
975045,115316,Successfully Sent to DMV,9/4/2025
965207,115318,On Hold- QA,8/20/2025
965556,115318,Send Docs to TTG,8/20/2025
967407,115318,Documents Received ,8/22/2025
967434,115318,TTG sent to county,8/22/2025
965279,115319,On Hold- QA,8/20/2025
966683,115319,On Hold- QA,8/21/2025
972253,115319,On Hold- QA,8/29/2025
972276,115319,On Hold- QA,8/29/2025
974308,115319,Send Docs to TTG,9/3/2025
965286,115320,On Hold- QA,8/20/2025
969959,115320,Send Docs to TTG,8/26/2025
971224,115320,Documents Received ,8/28/2025
971555,115320,TTG sent to county,8/28/2025
965288,115322,On Hold- QA,8/20/2025
966707,115322,Send Docs to TTG,8/21/2025
968839,115322,Documents Received ,8/25/2025
968862,115322,TTG sent to county,8/25/2025
965292,115324,On Hold- QA,8/20/2025
967733,115324,Send Docs to TTG,8/22/2025
973213,115324,Documents Received ,9/2/2025
973225,115324,TTG sent to county,9/2/2025
965346,115332,Send Docs to TTG,8/20/2025
968789,115332,Documents Received ,8/25/2025
968878,115332,TTG sent to county,8/25/2025
965367,115333,On Hold- QA,8/20/2025
967715,115333,Send Docs to TTG,8/22/2025
972258,115333,Documents Received ,8/29/2025
972347,115333,TTG sent to county,8/29/2025
965372,115336,On Hold- QA,8/20/2025
966691,115336,Send Docs to TTG,8/21/2025
974275,115336,TTG sent to county,9/3/2025
965410,115338,Send Docs to TTG,8/20/2025
969732,115338,Documents Received ,8/26/2025
969769,115338,TTG sent to county,8/26/2025
970526,115338,TTG sent to county,8/27/2025
965426,115341,Send Docs to TTG,8/20/2025
967413,115341,Documents Received ,8/22/2025
967439,115341,TTG sent to county,8/22/2025
965433,115344,On Hold- QA,8/20/2025
966701,115344,On Hold- QA,8/21/2025
967719,115344,Send Docs to TTG,8/22/2025
974285,115344,TTG sent to county,9/3/2025
965444,115347,On Hold- QA,8/20/2025
971661,115347,On Hold- QA,8/28/2025
972632,115347,Send Docs to TTG,9/2/2025
965453,115350,On Hold- QA,8/20/2025
965460,115350,On Hold- QA,8/20/2025
967737,115350,Send Docs to TTG,8/22/2025
970402,115350,Documents Received ,8/27/2025
970515,115350,TTG sent to county,8/27/2025
967457,115351,Documents Received ,8/22/2025
965464,115352,Send Docs to TTG,8/20/2025
970735,115352,TTG sent to county,8/27/2025
967461,115353,Documents Received ,8/22/2025
966080,115354,Documents Received ,8/21/2025
968275,115354,Received Title,8/25/2025
968557,115354,Successfully Sent to DMV,8/25/2025
965752,115358,Send Docs to TTG,8/21/2025
970727,115358,TTG sent to county,8/27/2025
966083,115359,Documents Received ,8/21/2025
968274,115359,Received Title,8/25/2025
968550,115359,Successfully Sent to DMV,8/25/2025
967469,115360,Documents Received ,8/22/2025
966026,115361,Documents Received ,8/21/2025
968290,115361,Received Title,8/25/2025
969397,115361,Successfully Sent to DMV,8/26/2025
966027,115362,Documents Received ,8/21/2025
968288,115362,Received Title,8/25/2025
969400,115362,Successfully Sent to DMV,8/26/2025
966028,115363,Documents Received ,8/21/2025
968285,115363,Received Title,8/25/2025
969403,115363,Successfully Sent to DMV,8/26/2025
966029,115364,Documents Received ,8/21/2025
967452,115364,Documents Received ,8/22/2025
968283,115364,Received Title,8/25/2025
969431,115364,Successfully Sent to DMV,8/26/2025
972546,115365,Send Docs to TTG,9/1/2025
973968,115365,TTG sent to county,9/3/2025
966375,115368,Documents Received ,8/21/2025
966386,115368,TTG sent to county,8/21/2025
965768,115373,Send Docs to TTG,8/21/2025
970732,115373,TTG sent to county,8/27/2025
965786,115374,Send Docs to TTG,8/21/2025
970726,115374,TTG sent to county,8/27/2025
965793,115375,Send Docs to TTG,8/21/2025
970720,115375,TTG sent to county,8/27/2025
965898,115378,Send Docs to TTG,8/21/2025
970723,115378,TTG sent to county,8/27/2025
965910,115379,Send Docs to TTG,8/21/2025
970728,115379,TTG sent to county,8/27/2025
965930,115380,Send Docs to TTG,8/21/2025
970730,115380,TTG sent to county,8/27/2025
965946,115381,Send Docs to TTG,8/21/2025
970722,115381,TTG sent to county,8/27/2025
965957,115382,Send Docs to TTG,8/21/2025
970734,115382,TTG sent to county,8/27/2025
965965,115383,Send Docs to TTG,8/21/2025
970724,115383,TTG sent to county,8/27/2025
965972,115384,Send Docs to TTG,8/21/2025
970733,115384,TTG sent to county,8/27/2025
965995,115385,Send Docs to TTG,8/21/2025
970729,115385,TTG sent to county,8/27/2025
969014,115387,Send Docs to TTG,8/26/2025
970576,115387,TTG sent to county,8/27/2025
966050,115388,Send Docs to TTG,8/21/2025
970725,115388,TTG sent to county,8/27/2025
968073,115389,Documents Received ,8/25/2025
970179,115389,Received Title,8/27/2025
970345,115389,Successfully Sent to DMV,8/27/2025
966122,115391,Send Docs to TTG,8/21/2025
970731,115391,TTG sent to county,8/27/2025
968074,115393,Documents Received ,8/25/2025
970177,115393,Received Title,8/27/2025
970347,115393,Successfully Sent to DMV,8/27/2025
966149,115396,Send Docs to TTG,8/21/2025
970721,115396,TTG sent to county,8/27/2025
968075,115402,Documents Received ,8/25/2025
974884,115402,Received Title,9/4/2025
975033,115402,Successfully Sent to DMV,9/4/2025
966232,115404,Send Docs to TTG,8/21/2025
974792,115404,TTG sent to county,9/4/2025
966252,115406,Send Docs to TTG,8/21/2025
974958,115406,TTG sent to county,9/4/2025
966269,115408,Send Docs to TTG,8/21/2025
974595,115408,TTG sent to county,9/4/2025
966290,115409,Send Docs to TTG,8/21/2025
974593,115409,TTG sent to county,9/4/2025
966304,115411,Send Docs to TTG,8/21/2025
974950,115411,TTG sent to county,9/4/2025
966511,115423,Send Docs to TTG,8/21/2025
968798,115423,Documents Received ,8/25/2025
968881,115423,TTG sent to county,8/25/2025
966515,115424,On Hold- QA,8/21/2025
968835,115424,Send Docs to TTG,8/25/2025
971234,115424,Documents Received ,8/28/2025
971549,115424,TTG sent to county,8/28/2025
966523,115425,On Hold- QA,8/21/2025
967698,115425,Send Docs to TTG,8/22/2025
971474,115425,Documents Received ,8/28/2025
971533,115425,TTG sent to county,8/28/2025
966525,115426,On Hold- QA,8/21/2025
969957,115426,Send Docs to TTG,8/26/2025
972288,115426,Documents Received ,8/29/2025
972340,115426,TTG sent to county,8/29/2025
966530,115427,On Hold- QA,8/21/2025
967728,115427,Send Docs to TTG,8/22/2025
969698,115427,Documents Received ,8/26/2025
969774,115427,TTG sent to county,8/26/2025
970527,115427,TTG sent to county,8/27/2025
966533,115428,On Hold- QA,8/21/2025
969967,115428,Send Docs to TTG,8/26/2025
973193,115428,Documents Received ,9/2/2025
973206,115428,On Hold- QA,9/2/2025
966538,115429,Send Docs to TTG,8/21/2025
968830,115429,Documents Received ,8/25/2025
968864,115429,TTG sent to county,8/25/2025
966548,115431,Send Docs to TTG,8/21/2025
968826,115431,Documents Received ,8/25/2025
968861,115431,TTG sent to county,8/25/2025
966629,115433,Send Docs to TTG,8/21/2025
974280,115433,TTG sent to county,9/3/2025
966634,115434,On Hold- QA,8/21/2025
969968,115434,Send Docs to TTG,8/26/2025
972291,115434,Documents Received ,8/29/2025
974184,115434,TTG sent to county,9/3/2025
966644,115436,On Hold- QA,8/21/2025
969976,115436,Send Docs to TTG,8/26/2025
966649,115437,On Hold- QA,8/21/2025
973316,115437,On Hold- QA,9/2/2025
966653,115438,On Hold- QA,8/21/2025
966666,115440,On Hold- QA,8/21/2025
969971,115440,Send Docs to TTG,8/26/2025
972296,115440,Documents Received ,8/29/2025
972301,115440,On Hold- QA,8/29/2025
974100,115440,Documents Received ,9/3/2025
974170,115440,TTG sent to county,9/3/2025
966671,115441,On Hold- QA,8/21/2025
968816,115441,On Hold- QA,8/25/2025
969946,115441,Send Docs to TTG,8/26/2025
974169,115441,TTG sent to county,9/3/2025
966674,115442,On Hold- QA,8/21/2025
967696,115442,Send Docs to TTG,8/22/2025
969770,115442,TTG sent to county,8/26/2025
970525,115442,TTG sent to county,8/27/2025
966679,115444,On Hold- QA,8/21/2025
968832,115444,Send Docs to TTG,8/25/2025
970615,115444,Documents Received ,8/27/2025
970672,115444,TTG sent to county,8/27/2025
966684,115445,On Hold- QA,8/21/2025
973084,115445,Documents Received ,9/2/2025
973110,115445,TTG sent to county,9/2/2025
966687,115446,On Hold- QA,8/21/2025
967701,115446,Send Docs to TTG,8/22/2025
970484,115446,Documents Received ,8/27/2025
970516,115446,TTG sent to county,8/27/2025
966693,115447,Send Docs to TTG,8/21/2025
969463,115447,Documents Received ,8/26/2025
969576,115447,TTG sent to county,8/26/2025
966706,115449,On Hold- QA,8/21/2025
974490,115449,Send Docs to TTG,9/4/2025
966710,115450,On Hold- QA,8/21/2025
969963,115450,Send Docs to TTG,8/26/2025
971493,115450,Documents Received ,8/28/2025
971530,115450,TTG sent to county,8/28/2025
966720,115452,On Hold- QA,8/21/2025
966725,115453,Send Docs to TTG,8/22/2025
968734,115453,Documents Received ,8/25/2025
968888,115453,TTG sent to county,8/25/2025
966727,115454,Send Docs to TTG,8/22/2025
971733,115454,Documents Received ,8/28/2025
972370,115454,TTG sent to county,8/29/2025
966731,115455,Send Docs to TTG,8/22/2025
968837,115455,Documents Received ,8/25/2025
968870,115455,TTG sent to county,8/25/2025
966737,115456,Send Docs to TTG,8/22/2025
968833,115456,Documents Received ,8/25/2025
968868,115456,TTG sent to county,8/25/2025
966745,115458,On Hold- QA,8/22/2025
967734,115458,Send Docs to TTG,8/22/2025
972320,115458,Documents Received ,8/29/2025
972336,115458,TTG sent to county,8/29/2025
966749,115459,Send Docs to TTG,8/22/2025
970608,115459,Documents Received ,8/27/2025
970667,115459,TTG sent to county,8/27/2025
966748,115460,On Hold- QA,8/22/2025
967722,115460,Send Docs to TTG,8/22/2025
969656,115460,Documents Received ,8/26/2025
969772,115460,TTG sent to county,8/26/2025
970524,115460,TTG sent to county,8/27/2025
966754,115461,On Hold- QA,8/22/2025
967700,115461,Send Docs to TTG,8/22/2025
970582,115461,Documents Received ,8/27/2025
970674,115461,TTG sent to county,8/27/2025
966753,115462,On Hold- QA,8/22/2025
968825,115462,Send Docs to TTG,8/25/2025
970629,115462,Documents Received ,8/27/2025
971553,115462,TTG sent to county,8/28/2025
966756,115463,Send Docs to TTG,8/22/2025
970481,115463,Documents Received ,8/27/2025
970509,115463,TTG sent to county,8/27/2025
966758,115464,Send Docs to TTG,8/22/2025
973220,115464,Documents Received ,9/2/2025
973223,115464,TTG sent to county,9/2/2025
966760,115465,Send Docs to TTG,8/22/2025
969713,115465,Documents Received ,8/26/2025
969773,115465,TTG sent to county,8/26/2025
970520,115465,TTG sent to county,8/27/2025
966762,115466,Send Docs to TTG,8/22/2025
971707,115466,Documents Received ,8/28/2025
971814,115466,TTG sent to county,8/28/2025
966766,115467,Send Docs to TTG,8/22/2025
970410,115467,Documents Received ,8/27/2025
970510,115467,TTG sent to county,8/27/2025
966765,115468,Send Docs to TTG,8/22/2025
968731,115468,Documents Received ,8/25/2025
968889,115468,TTG sent to county,8/25/2025
966770,115469,On Hold- QA,8/22/2025
967726,115469,On Hold- QA,8/22/2025
969965,115469,On Hold- QA,8/26/2025
970453,115469,Send Docs to TTG,8/27/2025
974859,115469,Documents Received ,9/4/2025
975086,115469,TTG sent to county,9/4/2025
966769,115470,On Hold- QA,8/22/2025
967704,115470,On Hold- QA,8/22/2025
969989,115470,Send Docs to TTG,8/26/2025
971399,115470,Documents Received ,8/28/2025
971538,115470,TTG sent to county,8/28/2025
966774,115472,Send Docs to TTG,8/22/2025
969675,115472,Documents Received ,8/26/2025
969776,115472,TTG sent to county,8/26/2025
970523,115472,TTG sent to county,8/27/2025
966777,115474,Send Docs to TTG,8/22/2025
966781,115475,On Hold- QA,8/22/2025
967708,115475,On Hold- QA,8/22/2025
968797,115475,Send Docs to TTG,8/25/2025
970627,115475,Documents Received ,8/27/2025
970668,115475,TTG sent to county,8/27/2025
966783,115476,On Hold- QA,8/22/2025
966785,115477,Send Docs to TTG,8/22/2025
972271,115477,Documents Received ,8/29/2025
972344,115477,TTG sent to county,8/29/2025
966789,115478,Send Docs to TTG,8/22/2025
970564,115478,Documents Received ,8/27/2025
970665,115478,TTG sent to county,8/27/2025
966788,115479,On Hold- QA,8/22/2025
969948,115479,On Hold- QA,8/26/2025
971723,115479,On Hold- QA,8/28/2025
973347,115479,Send Docs to TTG,9/2/2025
966791,115480,Send Docs to TTG,8/22/2025
968727,115480,Documents Received ,8/25/2025
968890,115480,TTG sent to county,8/25/2025
966793,115481,Send Docs to TTG,8/22/2025
968787,115481,Documents Received ,8/25/2025
968875,115481,TTG sent to county,8/25/2025
966795,115482,Send Docs to TTG,8/22/2025
966797,115483,On Hold- QA,8/22/2025
967709,115483,Send Docs to TTG,8/22/2025
970599,115483,Documents Received ,8/27/2025
970669,115483,TTG sent to county,8/27/2025
966801,115485,On Hold- QA,8/22/2025
972280,115485,Send Docs to TTG,8/29/2025
974168,115485,TTG sent to county,9/3/2025
966803,115486,Send Docs to TTG,8/22/2025
966804,115486,On Hold- QA,8/22/2025
970579,115486,Documents Received ,8/27/2025
971706,115486,TTG sent to county,8/28/2025
966808,115487,Send Docs to TTG,8/22/2025
970585,115487,Documents Received ,8/27/2025
970678,115487,TTG sent to county,8/27/2025
966809,115488,On Hold- QA,8/22/2025
973267,115488,Documents Received ,9/2/2025
973313,115488,TTG sent to county,9/2/2025
966816,115490,On Hold- QA,8/22/2025
968805,115490,Send Docs to TTG,8/25/2025
970663,115490,Documents Received ,8/27/2025
970666,115490,TTG sent to county,8/27/2025
969662,115500,Documents Received ,8/26/2025
969785,115508,Send Docs to TTG,8/26/2025
970573,115508,TTG sent to county,8/27/2025
972548,115509,Send Docs to TTG,9/1/2025
973970,115509,TTG sent to county,9/3/2025
969664,115511,Documents Received ,8/26/2025
968205,115512,Documents Received ,8/25/2025
970500,115512,Received Title,8/27/2025
970689,115512,Successfully Sent to DMV,8/27/2025
968206,115513,Documents Received ,8/25/2025
970499,115513,Received Title,8/27/2025
970690,115513,Successfully Sent to DMV,8/27/2025
968207,115514,Documents Received ,8/25/2025
970498,115514,Received Title,8/27/2025
970687,115514,TTG sent to county,8/27/2025
974057,115514,TTG sent to county,9/3/2025
968208,115515,Documents Received ,8/25/2025
970497,115515,Received Title,8/27/2025
970691,115515,Successfully Sent to DMV,8/27/2025
968209,115516,Documents Received ,8/25/2025
970496,115516,Received Title,8/27/2025
970714,115516,Successfully Sent to DMV,8/27/2025
968210,115517,Documents Received ,8/25/2025
970495,115517,Received Title,8/27/2025
974056,115517,TTG sent to county,9/3/2025
968211,115518,Documents Received ,8/25/2025
970494,115518,Received Title,8/27/2025
970707,115518,Successfully Sent to DMV,8/27/2025
968212,115519,Documents Received ,8/25/2025
970492,115519,Received Title,8/27/2025
970708,115519,Successfully Sent to DMV,8/27/2025
968213,115520,Documents Received ,8/25/2025
970491,115520,Received Title,8/27/2025
970709,115520,Successfully Sent to DMV,8/27/2025
968204,115521,Documents Received ,8/25/2025
970489,115521,Received Title,8/27/2025
970710,115521,Successfully Sent to DMV,8/27/2025
968214,115522,Documents Received ,8/25/2025
970487,115522,Received Title,8/27/2025
970713,115522,Successfully Sent to DMV,8/27/2025
967285,115524,Send Docs to TTG,8/22/2025
974862,115524,TTG sent to county,9/4/2025
968202,115525,Documents Received ,8/25/2025
970501,115525,Received Title,8/27/2025
970566,115525,Successfully Sent to DMV,8/27/2025
968201,115527,Documents Received ,8/25/2025
969784,115531,Send Docs to TTG,8/26/2025
970572,115531,TTG sent to county,8/27/2025
969783,115532,Send Docs to TTG,8/26/2025
970569,115532,TTG sent to county,8/27/2025
969782,115533,Send Docs to TTG,8/26/2025
970574,115533,TTG sent to county,8/27/2025
969781,115534,Send Docs to TTG,8/26/2025
970577,115534,TTG sent to county,8/27/2025
970894,115537,Documents Received ,8/28/2025
969248,115538,Documents Received ,8/26/2025
973446,115538,Received Title,9/2/2025
969249,115539,Documents Received ,8/26/2025
973445,115539,Received Title,9/2/2025
974226,115539,Successfully Sent to DMV,9/3/2025
969250,115540,Documents Received ,8/26/2025
973444,115540,Received Title,9/2/2025
974231,115540,Successfully Sent to DMV,9/3/2025
969251,115541,Documents Received ,8/26/2025
973442,115541,Received Title,9/2/2025
973443,115541,Received Title,9/2/2025
974191,115541,Successfully Sent to DMV,9/3/2025
969253,115542,Documents Received ,8/26/2025
973441,115542,Received Title,9/2/2025
974233,115542,Successfully Sent to DMV,9/3/2025
969252,115543,Documents Received ,8/26/2025
973440,115543,Received Title,9/2/2025
974238,115543,Successfully Sent to DMV,9/3/2025
969254,115544,Documents Received ,8/26/2025
973439,115544,Received Title,9/2/2025
974240,115544,Successfully Sent to DMV,9/3/2025
969255,115545,Documents Received ,8/26/2025
973438,115545,Received Title,9/2/2025
969256,115546,Documents Received ,8/26/2025
973437,115546,Received Title,9/2/2025
974244,115546,Successfully Sent to DMV,9/3/2025
969213,115547,Documents Received ,8/26/2025
971480,115547,Received Title,8/28/2025
971690,115547,Successfully Sent to DMV,8/28/2025
969247,115548,Documents Received ,8/26/2025
973436,115548,Received Title,9/2/2025
969257,115549,Documents Received ,8/26/2025
973435,115549,Received Title,9/2/2025
974252,115549,Successfully Sent to DMV,9/3/2025
969258,115550,Documents Received ,8/26/2025
973434,115550,Received Title,9/2/2025
974255,115550,Successfully Sent to DMV,9/3/2025
969259,115551,Documents Received ,8/26/2025
973433,115551,Received Title,9/2/2025
974261,115551,Successfully Sent to DMV,9/3/2025
969260,115552,Documents Received ,8/26/2025
973432,115552,Received Title,9/2/2025
974263,115552,Successfully Sent to DMV,9/3/2025
969261,115553,Documents Received ,8/26/2025
973431,115553,Received Title,9/2/2025
967988,115554,Send Docs to TTG,8/24/2025
974604,115554,TTG sent to county,9/4/2025
967990,115555,Send Docs to TTG,8/24/2025
974873,115555,TTG sent to county,9/4/2025
967992,115556,Send Docs to TTG,8/24/2025
974784,115556,TTG sent to county,9/4/2025
967994,115557,Send Docs to TTG,8/24/2025
974609,115557,TTG sent to county,9/4/2025
967996,115558,Send Docs to TTG,8/24/2025
967998,115559,Send Docs to TTG,8/24/2025
974601,115559,TTG sent to county,9/4/2025
968000,115560,Send Docs to TTG,8/24/2025
974599,115560,TTG sent to county,9/4/2025
968002,115561,Send Docs to TTG,8/24/2025
974944,115561,TTG sent to county,9/4/2025
968004,115562,Send Docs to TTG,8/24/2025
974598,115562,TTG sent to county,9/4/2025
968049,115580,Send Docs to TTG,8/25/2025
974597,115580,TTG sent to county,9/4/2025
968051,115581,Send Docs to TTG,8/25/2025
974861,115581,TTG sent to county,9/4/2025
968054,115582,Send Docs to TTG,8/25/2025
974872,115582,TTG sent to county,9/4/2025
968056,115583,Send Docs to TTG,8/25/2025
974864,115583,TTG sent to county,9/4/2025
968060,115584,Send Docs to TTG,8/25/2025
971513,115584,Documents Received ,8/28/2025
971531,115584,TTG sent to county,8/28/2025
968065,115585,On Hold- QA,8/25/2025
968823,115585,Send Docs to TTG,8/25/2025
971242,115585,Documents Received ,8/28/2025
971540,115585,TTG sent to county,8/28/2025
968198,115594,Send Docs to TTG,8/25/2025
974610,115594,TTG sent to county,9/4/2025
968217,115597,Send Docs to TTG,8/25/2025
